timestamp,cpu_usage,memory_usage,process_count,thread_count,keyboard_events,label
2026-05-12 19:38:56.774085,35.0,51.1,181,4,1,benign
2026-05-12 19:39:05.449174,95.7,66.1,215,4,43,benign
2026-05-12 19:40:46.360713,37.2,67.0,214,4,20,benign
2026-05-12 19:43:43.484293,10.0,60.0,221,4,29,benign
2026-05-12 19:43:50.799411,15.2,60.0,209,4,2,benign
2026-05-12 19:43:56.945338,9.2,60.7,209,4,35,benign
2026-05-12 19:44:05.689841,5.9,60.2,209,4,4,benign
2026-05-12 19:44:15.669803,17.2,60.2,208,4,7,benign
2026-05-12 19:47:00.025024,23.3,60.8,214,4,4,benign
2026-05-12 19:48:10.976060,70.0,62.0,209,4,19,benign
2026-05-12 19:48:37.531834,9.6,62.1,211,4,8,benign
2026-05-12 19:48:43.928653,18.7,61.9,208,4,36,benign
2026-05-12 19:48:58.437790,9.4,61.7,208,4,1,benign
2026-05-12 19:49:04.614533,12.7,61.5,208,4,18,benign
2026-05-12 19:52:58.631057,11.2,61.7,208,4,2,benign
2026-05-12 19:56:33.993738,4.6,61.4,206,4,34,benign
2026-05-12 19:57:17.058110,21.4,60.9,205,4,1,benign
2026-05-12 19:58:01.168114,16.0,60.8,204,4,7,benign
2026-05-12 20:01:35.476527,14.6,61.5,205,4,31,benign
2026-05-12 20:01:44.746725,16.9,61.7,207,4,12,benign
2026-05-12 20:02:08.730598,5.5,61.4,208,4,1,benign
2026-05-12 20:12:07.264682,10.4,61.6,208,4,33,benign
2026-05-12 20:12:21.309657,6.5,61.0,202,4,1,benign
2026-05-12 20:12:27.338306,13.3,60.9,206,4,95,benign
2026-05-12 20:12:37.626105,3.1,61.0,206,4,8,benign
2026-05-12 20:15:23.810333,9.4,60.9,206,4,1,benign
2026-05-12 20:15:32.999216,7.4,63.0,206,4,28,benign
2026-05-12 20:15:56.454653,19.2,62.8,206,4,2,benign
2026-05-12 20:27:16.950779,20.4,62.8,206,4,29,benign
2026-05-12 20:45:33.607952,5.7,61.7,206,4,1,benign
2026-05-12 20:51:23.015314,15.7,63.8,211,4,14,benign
2026-05-12 21:11:12.166513,5.8,62.3,206,4,1,benign
2026-05-12 22:00:05.784973,8.8,60.8,207,4,1,benign
2026-05-12 22:06:13.011884,82.9,58.5,210,4,3,benign
2026-05-12 22:06:19.668175,67.3,58.7,213,4,2,benign
2026-05-12 22:06:47.836074,17.2,59.5,215,4,5,benign
2026-05-12 22:07:42.168795,6.9,58.6,212,4,18,benign
2026-05-12 22:08:41.554275,10.9,58.6,209,4,1,benign
2026-05-12 22:10:27.579672,18.1,58.5,208,4,27,benign
2026-05-12 22:11:59.790170,11.7,58.5,209,4,2,benign
2026-05-12 22:13:39.280766,23.8,58.5,206,4,24,benign
2026-05-12 22:19:02.421175,8.5,58.1,205,4,2,benign
2026-05-12 22:20:32.521385,40.7,58.5,210,4,13,benign
2026-05-12 22:20:38.623312,19.0,58.7,210,4,27,benign
2026-05-12 22:22:51.499449,9.8,58.7,210,4,1,benign
2026-05-12 22:22:58.956349,15.2,58.6,209,4,2,benign
2026-05-12 22:23:16.544422,19.1,58.0,209,4,22,benign
2026-05-12 22:23:55.461308,18.5,59.3,210,4,2,benign
2026-05-12 22:29:22.682868,5.4,58.6,209,4,1,benign
2026-05-12 22:29:28.940284,65.9,58.0,212,4,13,benign
2026-05-12 22:40:55.143676,16.5,59.0,212,4,2,benign
2026-05-12 22:41:43.342272,49.2,57.9,211,4,1,benign
2026-05-12 22:41:52.291140,17.3,58.0,212,4,45,benign
2026-05-12 22:42:00.828315,9.7,58.3,212,4,1,benign
2026-05-12 22:42:13.414954,24.1,58.2,211,4,2,benign
2026-05-12 22:46:08.486744,4.7,58.0,211,4,1,benign
2026-05-12 22:46:29.742017,18.6,58.0,208,4,2,benign
2026-05-12 22:46:46.430313,7.0,58.1,209,4,1,benign
2026-05-12 22:47:02.802984,6.2,58.1,208,4,13,benign
2026-05-12 22:47:34.123453,19.0,58.1,208,4,3,benign
2026-05-12 22:47:40.614339,18.4,58.0,207,4,29,benign
2026-05-12 22:47:47.231491,18.8,58.0,207,4,2,benign
2026-05-13 00:18:47.077500,24.2,58.7,208,4,29,benign
