timestamp,cpu_usage,memory_usage,process_count,thread_count,keyboard_events,label
2026-05-11 21:43:08.746531,1.5,67.5,223,8,1,benign
2026-05-11 21:47:22.428804,3.1,68.3,223,8,3,benign
2026-05-11 21:47:31.487875,5.7,84.9,220,8,0,benign
2026-05-11 21:47:45.582279,6.7,84.5,216,8,0,benign
2026-05-11 21:56:53.772793,3.1,84.6,217,8,1,benign
2026-05-11 21:57:15.087789,4.7,86.7,220,8,10,benign
2026-05-11 22:04:10.970761,6.8,87.8,222,8,1,benign
2026-05-11 22:05:51.601069,6.8,85.0,220,8,1,benign
2026-05-11 22:07:21.221392,5.1,85.0,226,8,1,benign
2026-05-11 22:07:54.488265,5.1,90.6,238,8,2,benign
2026-05-11 22:09:45.862164,21.2,87.8,234,8,1,benign
2026-05-11 22:09:58.764754,33.3,89.7,235,8,2,benign
2026-05-11 22:10:06.400281,40.2,90.1,235,8,2,benign
2026-05-11 22:10:12.933802,37.7,90.4,234,8,2,benign
2026-05-11 22:10:25.108300,35.1,90.4,233,8,3,benign
2026-05-11 22:10:36.855833,29.0,92.0,232,8,1,benign
2026-05-11 22:10:43.301281,38.6,92.2,230,8,1,benign
2026-05-11 22:10:57.283138,51.4,89.4,233,8,6,benign
2026-05-11 22:11:09.765216,44.9,88.7,229,8,4,benign
2026-05-11 22:11:32.892717,30.2,88.6,229,8,1,benign
2026-05-11 22:12:18.844188,58.2,88.4,229,8,2,benign
2026-05-11 22:12:55.473833,58.5,90.0,224,8,3,benign
2026-05-11 22:13:07.490035,78.7,58.7,220,8,1,benign
2026-05-11 22:17:26.918625,6.2,58.1,220,8,1,benign
2026-05-11 22:18:38.382469,40.1,59.8,228,8,1,benign
2026-05-11 22:19:09.576683,52.1,60.0,225,8,4,benign
2026-05-11 22:19:23.517105,21.3,60.0,225,8,1,benign
2026-05-11 22:20:08.094128,11.3,60.3,224,8,1,benign
2026-05-11 22:20:38.599257,18.9,60.6,225,8,1,benign
2026-05-11 22:21:41.251112,40.0,61.2,226,8,1,benign
2026-05-11 22:22:08.827979,66.1,60.8,226,8,4,benign
2026-05-11 22:23:20.677913,14.5,58.9,224,8,1,benign
2026-05-11 22:23:36.066055,40.3,59.4,221,8,1,benign
2026-05-11 22:24:21.310455,8.0,59.2,221,8,1,benign
2026-05-11 22:25:48.928486,27.3,59.5,221,8,1,benign
2026-05-11 22:26:00.321625,15.5,61.0,226,8,1,benign
2026-05-11 22:26:07.571431,15.4,60.6,222,8,1,benign
2026-05-11 22:26:30.828777,7.8,60.3,222,8,1,benign
2026-05-11 22:26:41.340369,30.9,59.8,220,8,2,benign
2026-05-11 22:27:06.984432,4.5,59.9,220,8,1,benign
2026-05-11 22:27:56.382151,23.7,59.9,222,8,3,benign
2026-05-11 22:28:19.298336,42.4,59.8,218,8,1,benign
2026-05-11 22:28:37.850825,9.5,59.8,218,8,1,benign
2026-05-11 22:28:52.499655,5.9,59.7,218,8,1,benign
2026-05-11 22:30:22.850968,9.9,59.9,219,8,11,benign
2026-05-11 22:30:29.053444,53.3,60.2,223,8,7,benign
2026-05-11 22:30:51.724285,10.1,59.9,223,8,1,benign
