timestamp,cpu_usage,memory_usage,process_count,thread_count,keyboard_events,label
2026-05-09 20:32:49.683733,2.7,58.7,232,8,1,benign
2026-05-09 20:33:06.565672,6.8,58.9,231,8,4,benign
2026-05-09 20:33:15.294632,18.2,61.3,242,8,1,benign
2026-05-09 20:33:30.827610,40.3,61.3,243,8,2,benign
2026-05-09 20:33:36.936680,10.0,60.4,241,8,17,benign
2026-05-09 20:34:12.106939,12.0,60.8,242,8,43,benign
2026-05-09 20:34:19.447906,38.0,61.1,243,8,1,benign
2026-05-09 20:34:30.111232,13.6,61.2,241,8,4,benign
2026-05-09 20:34:36.276586,22.2,61.2,241,8,11,benign
2026-05-09 20:34:42.396399,12.4,61.1,242,8,22,benign
2026-05-09 20:34:48.476527,13.0,60.8,242,8,24,benign
2026-05-09 20:34:54.605022,28.9,60.1,242,8,16,benign
2026-05-09 20:35:00.664633,24.8,60.3,245,8,24,benign
2026-05-09 20:35:06.734977,39.2,60.6,245,8,19,benign
2026-05-09 20:35:12.823001,16.0,60.5,243,8,20,benign
2026-05-09 20:35:20.718886,12.7,60.1,243,8,14,benign
2026-05-09 20:35:26.775445,18.5,60.1,241,8,23,benign
2026-05-09 20:35:33.590509,13.6,60.1,242,8,16,benign
2026-05-09 20:35:39.711206,14.6,60.0,242,8,26,benign
2026-05-09 20:35:45.889527,15.6,60.0,242,8,14,benign
2026-05-09 20:35:52.326709,13.2,60.0,242,8,16,benign
2026-05-09 20:36:13.719305,17.1,59.9,240,8,6,benign
2026-05-09 20:36:25.352940,14.6,59.9,237,8,18,benign
2026-05-09 20:36:31.649734,13.0,59.8,236,8,11,benign
2026-05-09 20:36:38.042869,16.6,59.9,237,8,1,benign
2026-05-09 20:36:48.972337,21.9,60.4,240,8,10,benign
2026-05-09 20:37:07.279244,27.0,60.2,238,8,1,benign
2026-05-09 20:37:41.487476,29.8,61.7,239,8,6,benign
2026-05-09 20:37:47.646932,11.5,61.7,237,8,13,benign
2026-05-09 20:37:53.678662,12.3,61.5,238,8,24,benign
2026-05-09 20:40:07.661330,22.3,61.0,237,8,1,benign
2026-05-09 20:40:52.281403,16.5,51.8,234,8,1,benign
2026-05-09 20:41:29.749878,12.7,52.3,229,8,1,benign
2026-05-09 22:28:51.212532,18.2,52.1,230,8,1,benign
2026-05-09 22:28:58.405257,14.2,49.1,240,8,1,benign
2026-05-09 22:29:04.519844,3.7,48.6,239,8,2,benign
2026-05-09 22:29:13.213969,6.0,48.4,238,8,9,benign
2026-05-09 22:29:35.288093,11.9,48.3,237,8,2,benign
2026-05-09 22:30:35.736062,12.1,49.2,238,8,1,benign
2026-05-09 22:30:46.988773,11.5,49.1,238,8,10,benign
2026-05-09 22:30:53.460309,31.3,51.3,244,8,1,benign
2026-05-09 22:31:00.319410,16.4,52.5,253,8,1,benign
2026-05-09 22:31:06.405272,6.7,52.6,252,8,4,benign
2026-05-09 22:31:26.365268,14.9,51.6,252,8,5,benign
2026-05-09 22:31:32.409430,5.5,50.4,247,8,19,benign
2026-05-09 22:31:39.948856,3.9,50.3,248,8,11,benign
2026-05-09 22:31:46.154581,10.1,51.1,248,8,11,benign
2026-05-09 22:31:52.921430,5.0,51.0,249,8,4,benign
