timestamp,cpu_usage,memory_usage,process_count,thread_count,keyboard_events,label
2026-05-11 15:06:48.059869,0.8,56.7,199,4,1,benign
2026-05-11 15:06:54.111326,18.1,54.9,197,4,0,benign
2026-05-11 15:08:01.278749,32.7,55.6,200,4,13,benign
2026-05-11 15:08:18.726379,11.2,55.6,199,4,32,benign
2026-05-11 15:10:22.643720,51.2,55.8,200,4,14,benign
2026-05-11 15:10:48.574266,5.7,55.4,199,4,1,benign
2026-05-11 15:27:02.372539,29.2,53.9,199,4,7,benign
2026-05-11 15:28:48.358130,91.9,53.8,199,4,8,benign
2026-05-11 15:29:02.959254,45.5,53.9,203,4,17,benign
2026-05-11 15:30:40.221446,5.7,54.0,203,4,1,benign
2026-05-11 15:31:32.881285,20.2,53.6,201,4,5,benign
2026-05-11 15:32:08.549767,71.6,53.9,205,4,15,benign
2026-05-11 15:32:18.291816,31.8,53.4,205,4,2,benign
2026-05-11 15:32:24.885909,8.0,53.5,205,4,4,benign
2026-05-11 15:33:45.301372,40.2,53.5,206,4,7,benign
2026-05-11 15:38:27.714201,5.8,54.3,206,4,1,benign
2026-05-11 15:41:33.802407,80.7,56.1,212,4,23,benign
2026-05-11 15:46:31.824556,15.3,56.2,207,4,25,benign
2026-05-11 15:52:41.505568,37.7,56.0,208,4,2,benign
2026-05-11 15:53:04.089117,9.9,55.3,206,4,1,benign
2026-05-11 15:55:46.342653,6.2,55.5,208,4,2,benign
2026-05-11 15:58:05.828877,11.3,55.5,205,4,1,benign
2026-05-11 15:59:43.241707,48.2,54.6,202,4,20,benign
2026-05-11 16:00:35.368207,5.7,54.9,204,4,1,benign
2026-05-11 16:03:23.830563,11.1,53.6,204,4,26,benign
2026-05-11 16:03:49.347323,19.4,55.0,202,4,1,benign
2026-05-11 16:05:21.963961,40.9,55.3,208,4,3,benign
2026-05-11 16:05:28.059629,32.3,55.0,205,4,9,benign
2026-05-11 16:05:34.228132,49.2,55.1,207,4,1,benign
2026-05-11 16:06:12.889102,5.8,55.1,207,4,15,benign
2026-05-11 16:06:28.444697,45.4,54.7,204,4,2,benign
2026-05-11 16:06:45.340343,5.0,54.8,204,4,1,benign
2026-05-11 16:07:06.431980,43.3,55.5,208,4,2,benign
2026-05-11 16:07:17.412869,45.0,55.3,207,4,1,benign
2026-05-11 16:07:23.716975,5.8,55.4,207,4,2,benign
2026-05-11 16:07:57.498980,37.2,55.5,207,4,1,benign
2026-05-11 16:08:29.789947,6.9,55.1,206,4,2,benign
2026-05-11 16:08:58.102065,37.2,55.6,206,4,5,benign
2026-05-11 16:09:11.804802,50.8,55.1,205,4,3,benign
2026-05-11 16:09:31.774508,6.9,55.0,205,4,1,benign
2026-05-11 16:09:48.030203,5.1,54.7,203,4,1,benign
2026-05-11 16:09:58.804086,37.0,54.6,202,4,7,benign
2026-05-11 16:49:45.522092,9.6,54.6,201,4,1,benign
2026-05-11 16:49:51.555299,46.7,55.8,212,4,20,benign
2026-05-11 16:50:05.261484,53.6,57.8,213,4,28,benign
2026-05-11 16:57:14.157476,8.4,57.9,213,4,1,benign
