timestamp,cpu_usage,memory_usage,process_count,thread_count,keyboard_events,label
2026-05-10 22:36:14.342250,2.7,35.3,204,8,1,benign
2026-05-10 22:41:52.932615,14.9,37.3,210,8,18,benign
2026-05-10 22:41:58.986924,17.1,37.2,213,8,5,benign
2026-05-10 22:42:24.782792,19.8,37.7,217,8,5,benign
2026-05-10 22:44:19.317537,19.3,42.2,218,8,3,benign
2026-05-10 22:45:08.063610,23.9,42.0,215,8,1,benign
2026-05-10 22:45:14.099837,8.4,41.5,215,8,21,benign
2026-05-10 22:45:20.134665,3.5,38.6,215,8,21,benign
2026-05-10 22:45:26.240713,5.8,38.5,215,8,18,benign
2026-05-10 22:45:33.973658,5.6,38.5,215,8,5,benign
2026-05-10 22:45:39.993697,5.7,38.9,213,8,2,benign
2026-05-10 22:45:46.017906,4.6,38.5,214,8,18,benign
2026-05-10 22:45:52.110682,7.2,38.4,214,8,19,benign
2026-05-10 22:46:00.820216,5.4,38.4,214,8,14,benign
2026-05-10 22:46:08.834595,6.1,38.3,213,8,23,benign
2026-05-10 22:46:14.918425,3.5,38.3,212,8,12,benign
2026-05-10 22:46:21.073136,3.8,38.3,213,8,17,benign
2026-05-10 22:46:28.503640,2.3,38.3,213,8,9,benign
2026-05-10 22:46:39.677557,9.3,38.2,212,8,10,benign
2026-05-10 22:46:45.691334,3.7,38.3,212,8,18,benign
2026-05-10 22:46:54.195162,8.0,38.8,215,8,9,benign
2026-05-10 22:47:00.481602,6.7,38.6,214,8,19,benign
2026-05-10 22:47:06.852579,7.5,38.7,215,8,17,benign
2026-05-10 22:47:12.880608,3.7,38.7,215,8,19,benign
2026-05-10 22:47:23.405568,6.0,38.7,214,8,1,benign
2026-05-10 22:47:49.647473,4.9,39.2,213,8,9,benign
2026-05-10 22:47:55.794274,3.9,39.1,210,8,23,benign
2026-05-10 22:48:01.850200,3.5,38.7,211,8,26,benign
2026-05-10 22:50:22.379032,9.5,38.6,211,8,5,benign
2026-05-10 22:53:35.502133,5.4,38.1,208,8,4,benign
2026-05-10 22:53:41.585503,7.4,38.2,206,8,18,benign
2026-05-10 22:53:47.673918,4.8,38.3,207,8,21,benign
2026-05-10 22:53:53.698460,3.8,38.3,207,8,19,benign
2026-05-10 22:53:59.894569,4.0,38.3,207,8,24,benign
2026-05-10 22:54:05.950569,4.2,38.3,207,8,25,benign
2026-05-10 22:54:13.203925,3.8,38.3,207,8,3,benign
2026-05-10 22:54:19.241606,9.5,39.1,207,8,18,benign
2026-05-10 22:54:41.400844,3.8,39.2,207,8,3,benign
2026-05-10 22:54:48.066284,5.2,38.3,206,8,20,benign
2026-05-10 22:57:36.948643,34.2,38.5,207,8,1,benign
2026-05-10 22:57:45.292394,22.1,43.5,210,8,2,benign
2026-05-10 22:57:52.107625,9.4,43.0,208,8,13,benign
2026-05-10 22:58:47.157743,7.6,42.5,209,8,1,benign
2026-05-10 23:01:49.654837,12.6,43.4,208,8,20,benign
2026-05-10 23:02:03.095627,10.4,43.1,212,8,3,benign
2026-05-10 23:03:33.295195,43.1,44.2,213,8,1,benign
2026-05-10 23:03:41.357584,20.2,43.9,214,8,3,benign
2026-05-10 23:03:47.562501,14.1,43.7,213,8,2,benign
2026-05-10 23:03:57.867501,23.4,43.4,214,8,4,benign
2026-05-10 23:04:03.937854,9.1,43.4,213,8,4,benign
2026-05-10 23:04:14.328470,21.7,43.4,213,8,1,benign
2026-05-10 23:04:20.384429,10.3,43.3,213,8,115,benign
2026-05-10 23:04:26.645447,11.5,43.3,214,8,48,benign
2026-05-10 23:04:32.747750,10.6,43.3,214,8,22,benign
2026-05-10 23:05:01.086234,8.1,43.2,213,8,10,benign
2026-05-10 23:05:07.180695,7.6,43.0,212,8,5,benign
2026-05-10 23:05:15.113492,19.5,43.8,214,8,4,benign
2026-05-10 23:05:53.834713,12.6,43.7,213,8,1,benign
2026-05-10 23:06:04.331206,4.7,43.6,213,8,8,benign
2026-05-10 23:06:21.173880,5.5,43.6,213,8,4,benign
2026-05-10 23:06:31.326087,12.3,43.3,213,8,4,benign
2026-05-10 23:07:00.531274,9.5,43.5,213,8,4,benign
2026-05-10 23:07:08.345563,13.3,43.6,213,8,4,benign
2026-05-10 23:07:23.329710,7.7,43.4,212,8,4,benign
2026-05-10 23:07:32.625601,9.1,43.2,212,8,1,benign
2026-05-10 23:07:57.236104,18.8,43.6,213,8,4,benign
2026-05-10 23:08:07.417192,18.6,43.5,212,8,119,benign
2026-05-10 23:08:13.450709,14.6,43.3,211,8,26,benign
2026-05-10 23:08:19.472698,12.6,43.3,212,8,40,benign
2026-05-10 23:08:33.871912,15.1,43.4,212,8,1,benign
2026-05-10 23:08:42.666401,15.0,43.5,211,8,4,benign
2026-05-10 23:08:55.151978,13.4,43.5,211,8,4,benign
2026-05-10 23:09:03.512064,10.5,43.4,211,8,1,benign
2026-05-10 23:09:24.404708,19.5,43.4,211,8,4,benign
2026-05-10 23:09:31.235904,11.0,43.1,211,8,1,benign
2026-05-10 23:09:37.392397,14.0,43.4,212,8,8,benign
2026-05-10 23:09:48.929354,19.4,43.2,212,8,85,benign
2026-05-10 23:10:11.081475,11.8,43.1,211,8,4,benign
2026-05-10 23:10:19.589644,9.5,43.2,211,8,3,benign
2026-05-10 23:11:35.634808,21.0,43.6,212,8,1,benign
2026-05-10 23:11:59.863040,6.5,43.7,210,8,9,benign
2026-05-10 23:12:17.195944,11.3,43.6,211,8,2,benign
2026-05-10 23:12:23.234323,9.9,43.7,211,8,119,benign
2026-05-10 23:12:29.281683,10.9,43.8,212,8,142,benign
2026-05-10 23:12:36.851173,8.0,44.0,212,8,1,benign
2026-05-10 23:13:16.074266,13.1,43.9,210,8,1,benign
2026-05-10 23:17:01.779927,9.4,40.2,207,8,4,benign
2026-05-10 23:17:07.919197,7.5,43.1,214,8,40,benign
2026-05-10 23:17:27.357035,18.4,43.3,216,8,1,benign
2026-05-10 23:17:50.329926,20.6,42.8,216,8,12,benign
2026-05-10 23:17:58.813806,46.6,49.1,219,8,3,benign
2026-05-10 23:18:58.391538,20.9,49.6,217,8,1,benign
