timestamp,cpu_usage,memory_usage,process_count,thread_count,keyboard_events,label
2026-05-11 16:13:35.104759,1.0,43.6,221,8,1,benign
2026-05-11 16:13:41.249435,4.4,44.0,221,8,25,benign
2026-05-11 16:13:47.382238,2.7,43.7,222,8,25,benign
2026-05-11 16:13:53.633515,3.7,43.6,222,8,20,benign
2026-05-11 16:14:00.873959,4.8,43.6,222,8,7,benign
2026-05-11 16:14:09.174450,12.1,43.6,222,8,7,benign
2026-05-11 16:14:15.570020,5.9,44.8,221,8,23,benign
2026-05-11 16:14:21.672967,4.4,44.4,222,8,9,benign
2026-05-11 16:14:27.849996,3.6,44.3,222,8,16,benign
2026-05-11 16:14:39.657388,6.9,43.9,221,8,17,benign
2026-05-11 16:15:11.715469,3.9,43.7,220,8,1,benign
2026-05-11 16:15:28.957648,4.4,43.6,220,8,4,benign
2026-05-11 16:15:34.989152,3.1,43.6,220,8,13,benign
2026-05-11 16:15:41.359404,2.5,43.7,221,8,1,benign
2026-05-11 16:15:47.484478,15.3,45.5,225,8,22,benign
2026-05-11 16:15:53.954482,6.8,45.3,225,8,17,benign
2026-05-11 16:15:59.984876,2.7,45.0,225,8,2,benign
2026-05-11 16:16:06.185294,3.7,45.0,225,8,15,benign
2026-05-11 16:16:19.805788,7.2,44.9,225,8,14,benign
2026-05-11 16:16:26.878786,7.4,45.1,224,8,8,benign
2026-05-11 16:16:42.266721,13.1,45.1,225,8,3,benign
2026-05-11 16:16:48.469534,4.3,45.3,226,8,9,benign
2026-05-11 16:16:54.544415,6.4,45.2,227,8,19,benign
2026-05-11 16:17:00.637641,4.6,45.2,227,8,19,benign
2026-05-11 16:17:06.652894,1.2,45.1,227,8,14,benign
2026-05-11 16:17:12.757369,2.9,45.1,225,8,20,benign
2026-05-11 16:17:19.675660,1.8,45.0,225,8,4,benign
2026-05-11 16:17:25.833303,3.1,45.0,225,8,17,benign
2026-05-11 16:17:32.233220,3.9,44.9,225,8,15,benign
2026-05-11 16:17:38.319211,4.8,44.9,225,8,19,benign
2026-05-11 16:17:44.453067,6.4,44.5,222,8,22,benign
2026-05-11 16:17:50.484094,3.1,44.5,222,8,20,benign
2026-05-11 16:19:03.440383,19.2,44.6,222,8,1,benign
2026-05-11 16:19:09.586635,19.4,45.0,220,8,3,benign
2026-05-11 16:19:18.651991,4.4,45.1,221,8,5,benign
2026-05-11 16:19:25.234616,3.9,44.9,220,8,10,benign
2026-05-11 16:19:40.387911,4.0,44.9,221,8,5,benign
