timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,label
2026-05-22 11:40:27.472587,11,40,27,2.2,37.1,0.0,78.7,34.69,183,183,179,0,2,1,1,5,0,3,451,2.4645,0,0.0,51,1,0,0,2.2,malicious
2026-05-22 11:40:30.039184,11,40,30,69.7,37.2,0.0,78.7,34.73,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,69.7,malicious
2026-05-22 11:40:32.545846,11,40,32,1.1,37.6,0.0,78.7,34.77,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,1.1,malicious
2026-05-22 11:40:35.045733,11,40,35,6.6,37.4,0.0,78.7,34.81,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,6.6,malicious
2026-05-22 11:40:37.536079,11,40,37,2.2,37.2,0.0,78.7,34.86,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,2.2,malicious
2026-05-22 11:40:40.004530,11,40,40,2.2,37.2,0.0,78.7,34.9,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,2.2,malicious
2026-05-22 11:40:42.515591,11,40,42,0.0,37.2,0.0,78.7,34.94,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,0.0,malicious
2026-05-22 11:40:45.035287,11,40,45,4.4,37.2,0.0,78.7,34.98,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,4.4,malicious
2026-05-22 11:40:47.514533,11,40,47,0.0,37.1,0.0,78.7,35.02,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,0.0,malicious
2026-05-22 11:40:49.990904,11,40,49,9.9,37.1,0.0,78.7,35.06,184,184,180,0,2,1,2,5,0,3,452,2.4565,0,0.0,54,1,0,0,9.9,malicious
